|joey|rachel|monica|phoebe|chandler|ross|other
brady|0|1|0|0|0|0|1
woman’s|0|0|1|1|0|0|2
homework|0|1|0|0|1|1|1
rosten|0|0|0|0|0|0|1
ben’s|0|0|1|2|0|4|3
attacks|0|0|0|0|2|0|0
lucrative|0|0|0|1|0|0|0
chump|0|0|2|1|0|1|1
tribbiani’s|0|2|0|0|0|0|0
oysters|0|0|3|0|0|0|3
parasites|0|0|0|0|0|0|2
aphrodisiac|0|0|1|0|0|0|0
eastern|0|0|1|0|0|1|0
communicable|0|0|0|0|0|0|1
diseases|0|0|0|0|0|0|1
sensual|0|0|1|0|0|0|0
1979|0|0|0|0|1|0|0
oyster|0|0|2|1|0|1|0
disappoint|0|0|0|0|1|1|0
star’s|0|1|0|0|0|0|0
caprice|1|0|0|0|0|0|0
caprice’s|0|1|0|0|0|0|0
undying|0|1|0|0|0|0|0
gall|0|0|0|1|0|0|0
nu|0|0|0|2|0|1|0
pesos|0|0|0|2|0|0|0
yen|0|0|0|1|0|0|0
rubles|0|0|0|1|0|0|0
dumbass|0|0|0|1|0|0|0
vows|2|1|3|0|2|2|0
neighbor’s|0|1|0|0|0|0|0
sanctity|0|1|0|0|0|1|0
engage|0|0|0|0|1|1|0
twosome|0|0|0|0|0|1|0
ruptured|0|0|0|0|1|0|0
spleen|0|0|0|1|1|0|0
greed|0|0|0|1|0|1|0
blackened|1|0|0|0|0|0|0
complained|0|0|0|0|0|0|1
predator|0|1|0|0|0|1|0
unagi|0|1|0|1|1|7|0
freshwater|0|0|0|1|0|0|0
eel|0|0|0|1|1|0|0
attacked|0|0|0|0|1|1|1
awareness|0|2|0|0|0|1|0
achieving|0|0|0|0|0|1|0
befall|0|0|0|0|0|1|0
bamboo|0|0|0|1|0|0|0
calendar|0|1|0|0|1|0|0
spas|1|0|0|0|0|0|0
crotchless|2|0|0|0|0|0|0
mached|0|0|0|0|1|0|0
cycles|0|0|0|0|0|0|1
studies|1|0|0|0|0|0|1
participate|1|0|0|0|0|0|0
receptionists|1|0|0|0|0|0|0
importance|0|0|0|0|0|1|0
girlish|0|0|0|0|0|1|0
screams|0|1|0|0|0|1|0
begun|0|0|0|0|0|1|0
drastic|0|0|0|0|0|1|0
measures|0|0|0|0|0|1|0
replica|0|0|0|0|0|2|0
apollo|0|0|0|0|0|2|0
orbit|0|0|0|0|0|1|0
chann|0|0|0|0|0|0|1
carl’s|1|0|0|0|0|0|0
sajak|0|0|0|1|0|0|0
trebek|0|0|0|1|0|0|0
woolery|0|0|0|1|0|0|0
attacker|0|0|0|0|0|0|1
attacking|0|0|0|0|0|1|0
kiddin’|1|0|1|0|0|0|0
evaluations|0|0|0|0|0|3|0
lectures|0|0|0|1|0|2|0
hottie|0|0|0|0|0|2|1
hotties|0|0|0|0|1|0|0
anonymous|0|0|0|1|0|1|1
exams|1|0|0|0|0|0|0
evaluation|1|4|0|0|0|0|3
wou|0|0|0|0|0|1|0
frowned|0|0|0|0|0|3|0
dana|1|0|0|0|3|0|1
keystone|0|0|0|0|2|0|0
mime|0|0|1|0|0|0|0
directing|2|0|0|0|0|0|1
grades|0|0|0|0|0|0|1
semester’s|0|0|0|0|0|0|1
incense|0|0|0|0|0|0|1
howie|0|0|0|0|1|0|1
howie’s|0|0|0|0|0|0|1
editing|0|0|0|0|0|0|1
edit|0|0|0|0|0|0|1
sleeperson|0|0|0|0|0|1|0
brownshirt|0|0|0|0|0|1|0
mcpretty|0|0|0|0|0|1|0
burt|0|0|0|0|0|2|0
determined|0|0|0|0|0|0|1
appliance|0|0|0|0|0|0|1
hair’s|0|1|0|0|0|0|0
straightener|1|0|0|1|0|0|4
strain|0|0|1|0|0|0|0
judgey|0|0|0|0|0|1|0
holierthanthou|0|0|0|0|0|1|0
mcnailshisstudents|0|0|1|0|0|0|0
caplin|0|0|0|0|1|0|0
yarns|0|0|0|0|1|0|0
rejecting|0|0|0|0|1|0|3
crumbies|0|0|1|1|0|0|0
refilled|0|0|0|1|0|0|0
kindling|0|0|0|1|0|1|0
handbook|0|0|0|0|0|1|0
taboo|0|0|0|0|0|1|0
thurs|1|0|0|0|0|0|0
jokin’|1|1|0|0|0|0|0
mumble|0|0|1|0|0|0|0
sly|0|0|0|1|0|0|0
molecular|0|0|0|0|0|1|0
epidemiology|0|0|0|0|0|1|0
chuckie|0|1|0|0|0|0|0
longs|0|0|1|0|0|0|0
weirdo|0|1|0|2|1|0|0
volunteer|0|0|0|4|0|0|0
dimple|0|1|0|1|0|0|0
spectacular|0|1|0|1|0|1|0
massaged|0|0|1|1|1|0|0
limes|2|0|0|0|0|0|0
providing|0|0|0|0|1|0|0
regarding|0|0|0|0|0|1|0
doorknob|0|1|0|0|0|2|2
trips|0|0|0|0|1|0|1
feesen|0|0|0|0|0|1|0
sen|0|0|0|0|0|1|0
stenlger|0|0|0|0|0|1|0
barbie|0|0|0|0|1|1|0
egypt|0|0|0|0|1|2|0
sebastian|0|2|0|2|1|0|3
newsstand|0|1|0|0|0|0|1
stream|0|1|1|0|0|0|0
traipsing|0|0|0|1|0|0|0
cat’s|0|0|0|0|1|0|0
deemed|0|0|0|0|1|0|0
daytona|0|0|0|0|0|1|0
contests|0|0|0|0|0|1|0
corona|1|0|0|0|0|0|0
hotels|0|0|0|0|2|0|1
’81|1|0|0|0|0|0|0
1981|0|0|1|0|0|0|0
finalized|0|0|0|0|0|1|0
crafts|0|0|0|0|0|1|0
eldad|0|0|1|0|3|0|0
sided|0|1|1|0|0|0|0
eldad’s|0|0|1|0|0|0|0
cooperative|0|0|0|0|1|0|0
conditioner|0|1|0|0|0|0|0
papaya|0|0|0|0|0|0|1
extract|0|0|0|0|0|0|2
revealing|0|1|0|0|0|1|0
spf|0|0|0|0|0|0|1
mtv|1|0|0|0|0|0|0
reactor’s|1|0|0|0|0|0|0
extremely|1|0|0|1|1|2|1
rehearsed|1|0|0|0|0|0|0
macaveli|2|0|0|0|0|0|0
computerized|1|0|0|0|0|0|0
humanoid|1|0|0|0|0|0|0
electronically|1|0|0|0|0|0|0
enhanced|1|0|0|0|0|0|0
enforcer|1|0|0|0|0|0|0
lucked|1|0|0|0|0|0|0
luuuuuuuuck|0|0|0|1|0|0|0
allergy|2|0|0|0|1|0|0
overdue|0|0|0|0|2|0|0
allergies|0|0|1|0|2|0|0
audition’s|2|0|0|0|0|0|0
who’d|1|0|0|1|0|0|1
mauled|0|0|0|0|1|0|0
routing|1|0|0|0|0|0|0
cpu|1|0|0|0|0|0|0
circuits|0|0|0|1|0|0|0
explosion|0|0|0|0|0|2|0
lover’s|0|1|1|0|0|0|0
spat|0|1|1|0|0|0|0
nineteenth|0|1|0|0|0|0|0
announces|0|1|0|0|0|0|0
technology|1|0|0|0|0|0|0
elizabeth’s|0|0|0|1|1|2|2
conferences|0|0|1|0|0|1|0
investigator|1|0|0|0|0|0|0
lifelike|1|0|0|0|0|0|0
tugging|1|0|0|0|0|1|0
wayne|8|0|0|0|0|0|2
operates|0|0|0|0|0|0|1
acquainted|0|0|0|0|0|0|2
terminator|1|0|0|0|0|0|0
developing|0|0|0|0|0|0|1
lighten|0|0|0|0|0|1|0
rugged|0|0|0|1|0|0|0
handsomeness|0|0|0|1|0|0|0
lizzie’s|0|0|0|0|0|0|1
shortly|0|1|0|0|0|0|3
children’s|0|0|1|0|0|0|0
liz’s|0|1|0|0|0|0|0
pitfalls|0|0|0|1|0|0|0
compliment|1|1|0|1|2|0|0
‘we’|0|1|0|0|0|0|0
faithful|0|0|0|0|1|0|0
servants|0|0|0|0|1|0|0
controls|2|0|1|0|0|0|0
lovin’|0|1|0|0|0|0|0
marcia|0|0|0|5|0|0|0
rumors|1|0|0|0|0|0|0
selflessly|0|1|0|0|0|0|0
backfiring|0|1|0|0|0|0|0
jabs|0|0|0|0|0|0|1
anyhow|0|0|0|0|0|0|1
seven’s|0|0|0|0|1|0|0
boyfriend’s|0|0|1|0|0|0|0
clears|0|0|0|1|0|0|0
guarantee|0|1|0|0|0|0|2
shipment|0|0|0|0|0|0|1
omaha|0|0|0|1|0|0|1
rabbi’s|1|0|0|0|0|0|0
horsehair|1|0|0|0|0|0|0
situations|2|0|0|1|0|0|0
morgan|0|3|0|1|0|0|2
photographs|0|0|0|1|0|0|0
interspersed|0|0|0|1|0|0|0
upsets|0|0|0|0|0|1|0
eek|0|0|0|1|0|0|0
belushi|2|0|0|0|0|0|0
crackin’|1|0|0|0|0|0|0
smug|1|0|0|0|0|0|0
lauer|0|0|0|1|0|0|0
jog|1|0|0|0|0|0|0
lauer’s|0|0|0|1|0|0|0
soakin’|0|0|1|0|0|0|0
arch|0|0|1|0|0|0|0
russians|2|0|0|0|0|0|1
terrorists|1|0|0|0|0|0|1
villains|0|0|0|0|0|0|1
harrison|1|0|0|0|0|0|0
heldi|0|0|0|1|2|0|2
cancellation|0|0|1|0|0|0|2
facility|0|0|0|0|0|0|2
secluded|1|1|0|0|0|0|0
tire|0|1|0|1|0|0|0
bab|0|0|0|0|0|0|1
heaven’s|0|1|0|0|0|0|0
starlight|0|0|0|0|1|0|0
cappuccinos|0|0|0|0|0|0|1
brochures|0|0|1|0|2|0|0
why’d|0|0|0|0|0|2|0
silent|1|2|0|1|0|0|2
sharon|0|1|0|0|0|0|0
majesky|0|1|0|0|0|0|0
darinvel|0|0|0|0|0|0|1
pao|0|1|0|0|0|0|0
tiara|0|0|0|3|0|0|0
musket|0|0|0|2|0|0|0
weaponry|0|0|0|1|0|0|0
1920s|0|0|0|0|0|0|2
carat|0|1|0|0|0|0|1
sapphires|0|0|0|0|0|0|1
mooching|1|0|0|0|0|0|0
unleash|0|1|0|0|0|0|0
surefire|0|0|1|0|0|0|0
surfer|0|1|0|0|0|0|1
stifle|0|1|0|0|0|0|1
overwhelming|0|2|2|0|1|0|1
overwhelm|0|0|0|0|0|0|1
gates|0|0|0|0|0|0|1
jeweler|0|0|0|1|0|0|0
fiancee|0|0|1|1|1|0|1
nether|0|0|0|1|0|0|0
heyyyy|0|0|0|0|1|0|0
cohenparts|0|0|0|0|0|0|1
billion|0|1|0|1|0|1|2
hosting|0|1|0|0|0|0|0
chronological|0|0|0|0|0|1|0
auction|1|2|0|0|0|0|0
bid|0|3|0|0|0|0|3
thompson|0|2|1|0|0|0|0
kamikazes|0|0|0|0|0|0|1
reviews|1|0|0|0|0|1|0
gentleman’s|0|0|0|0|0|0|1
sailer|0|1|0|0|0|0|1
sailboat|0|0|0|0|0|0|1
whooping|0|0|0|0|0|0|1
guessed|1|0|0|0|1|0|0
applauding|0|0|0|1|0|0|0
nation|0|0|0|0|1|0|0
indivisible|0|0|0|0|1|0|0
perrr|0|0|0|0|1|0|0
mustache|1|0|1|0|1|0|1
youth|1|0|0|0|0|0|1
valued|0|0|0|0|0|0|1
bidder|1|1|0|0|0|0|0
sweetness|0|0|0|0|0|0|1
pleasures|0|0|0|0|0|0|1
refreshed|0|0|0|0|0|0|1
commitments|0|0|1|0|0|0|0
weigh|2|0|1|0|0|0|0
weighing|0|0|1|0|0|0|0
enchantée|0|0|0|1|0|0|0
bowmont|2|2|0|0|0|0|0
pam|0|2|0|0|0|0|1
settin’|0|1|0|0|0|0|0
hudson|0|1|0|0|0|0|0
fishin’|0|1|0|0|0|0|0
cappy|0|1|0|0|0|0|0
payments|1|0|0|0|0|0|0
person’s|0|0|0|1|1|0|0
manicurist|0|0|0|1|0|0|0
suspects|0|0|0|2|0|0|0
coward|0|0|0|1|0|0|1
up’s|0|0|1|0|0|1|0
websites|0|0|0|0|1|0|0
unnecessary|0|0|0|0|1|0|0
tabs|0|0|0|0|1|0|0
branching|0|0|1|0|0|0|0
solidify|0|0|1|0|0|0|0
bowmont’s|1|0|0|0|0|0|0
tennille|0|1|0|0|0|0|0
97|0|1|0|0|1|1|0
strategy|0|0|0|0|1|0|0
rules’|0|0|0|0|1|0|0
mantrap|0|0|0|0|1|0|0
deals|0|1|0|0|0|0|0
shook|0|0|1|1|0|1|0
surprises|0|1|1|0|1|0|0
edward|0|0|1|0|0|0|0
nevski|0|0|1|0|0|0|0
backups|0|1|0|0|0|0|0
rash|0|0|0|2|0|1|1
kn|1|0|1|0|0|0|0
mattered|1|1|0|0|2|0|0
fiancée|0|1|2|3|0|0|2
chiming|0|0|0|1|0|0|0
1986|0|0|0|0|1|0|0
biology|0|0|0|0|3|1|0
’cause|1|0|0|0|0|1|0
surely|0|0|0|1|0|1|0
‘sup|4|1|0|0|0|1|0
dumbest|0|0|0|0|1|0|0
mai|0|0|0|1|0|0|0
thai’s|0|0|0|1|0|0|0
psss|1|0|0|0|0|0|0
ser|0|2|0|0|0|0|0
undress|1|1|1|0|1|1|0
moonlit|0|0|0|0|1|0|0
pedals|0|0|0|0|1|0|0
bonjour|0|0|1|1|0|0|0
monsieur|0|0|1|0|0|0|0
charlie|12|7|5|3|6|17|9
caricaturist|0|0|1|0|0|0|0
mimey|0|1|0|0|0|0|0
resentful|0|0|1|0|0|0|0
announce|0|0|2|0|0|1|0
cer|0|0|0|1|0|0|0
god’s|0|0|0|0|1|0|0
locations|0|0|1|0|0|1|0
alphabetically|0|0|1|0|1|0|0
geographically|0|0|1|0|0|1|0
footage|0|0|1|0|1|0|0
conclusively|0|0|0|0|0|1|0
other’s|0|0|0|0|1|1|0
hometowns|0|0|0|0|0|1|0
classroom|0|0|0|0|0|1|0
procession|0|0|1|0|0|0|0
trio|0|0|1|0|0|0|0
rollers|0|0|1|0|0|0|0
ian|0|0|0|0|1|0|0
derrick|0|0|0|0|2|0|0
snugglyer|1|0|0|0|0|0|0
properly|1|1|0|0|0|0|0
centerpieces|0|0|2|0|2|0|0
lilies|0|2|2|0|1|1|0
weddingy|0|0|0|0|1|0|0
pillowcases|1|0|0|0|0|0|0
zelda|3|0|0|0|0|0|0
vicar|4|1|0|0|0|0|0
loins|2|0|0|1|0|1|0
sweepin’|1|0|0|0|0|0|0
masseur|0|0|0|0|0|0|1
diaphragm|0|0|0|0|0|0|1
chew|0|0|0|0|2|0|1
withdrawal|0|0|1|0|0|0|0
fund|0|0|3|0|0|0|0
redid|1|0|0|0|0|0|1
dollywood|0|0|0|0|1|0|0
rec|0|1|0|0|0|0|0
rustic|0|1|0|0|0|0|0
custom|0|2|0|0|0|0|0
waisted|0|1|0|0|0|0|0
duchess|0|1|0|0|0|0|0
gown|0|3|0|0|0|0|0
earmarked|0|0|0|0|1|0|0
coffee’s|0|0|0|0|0|1|0
poked|0|0|0|1|0|0|0
acu|0|0|0|0|0|1|0
gently|0|0|0|0|1|1|0
exfoliated|0|0|0|0|0|1|0
tonka|0|0|0|1|0|0|0
trucks|2|0|0|1|1|0|0
bikes|0|0|0|0|2|0|0
sleazy|0|1|0|0|1|0|0
innuendoes|0|1|0|0|0|0|0
roughly|1|0|0|0|0|0|1
waitin’|0|1|0|0|0|0|0
startin’|3|2|0|0|0|0|0
butcher’s|1|0|0|0|0|0|0
deprive|0|0|1|0|0|0|0
portable|0|1|0|0|0|0|0
gynecologist|0|1|0|1|0|0|0
deathbed|0|0|0|1|0|0|0
ahoy|1|0|0|0|0|0|0
sailing|2|3|1|0|0|0|0
marina|0|0|1|0|0|0|0
chancy|0|0|0|0|0|2|0
lefty|0|0|0|0|0|1|0
fireproof|0|0|1|0|0|0|0
yards|0|0|2|1|0|0|0
legacy|0|0|0|2|0|0|0
coast’s|2|0|0|0|0|0|0
boatload|1|0|0|0|0|0|0
chickas|0|2|0|0|0|0|0
mainsail|1|1|0|0|0|0|0
jokey|0|1|0|0|0|0|0
shore|1|0|0|0|0|0|0
nutmeg|0|0|2|0|0|0|0
layman|0|0|1|0|0|0|0
arrogance|0|0|0|1|0|0|0
barbed|0|0|0|0|0|1|0
yeeeeeep|0|0|0|0|0|1|0
pinhead|1|0|0|0|0|0|0
these’ll|0|0|1|0|0|0|0
luffing|0|1|0|0|0|0|0
tighten|0|1|0|0|0|0|0
cunningham|0|1|0|0|0|0|0
overhead|1|0|0|0|0|0|1
styrofoam|0|1|0|0|0|1|0
tyson|0|1|0|0|0|0|0
confit|0|0|1|0|0|0|0
broccoli|0|0|1|0|0|0|0
rabe|0|0|1|0|0|0|0
pheeb|0|0|0|0|0|1|0
15th|0|0|2|1|0|0|0
2032|0|0|0|1|0|0|0
shuffleboard|0|0|0|0|0|1|0
nesele|0|0|0|2|0|0|0
tolouse|0|0|0|1|0|0|0
toulouse|0|0|0|1|0|0|0
nestle|0|0|1|0|0|0|0
tollhouse|0|0|1|0|0|0|0
americans|0|0|0|1|1|0|0
butcher|0|0|0|1|0|0|0
cupboard|0|0|1|0|0|0|1
horrifying|0|0|0|0|1|0|1
laws|0|0|0|0|0|0|1
swimsuits|0|0|0|0|1|0|0
lettin’|1|0|0|0|1|0|0
cheerleaders|0|0|0|0|1|0|1
explosives|0|0|0|0|0|0|1
merchandising|0|1|0|0|0|0|0
retail|0|1|0|0|0|0|1
ramoray’s|2|0|0|0|0|0|1
stryker|2|0|0|0|0|0|2
hilda|0|4|0|2|0|0|0
summers|0|1|0|0|1|0|0
oriented|0|0|0|0|0|0|1
tacos|0|0|1|0|2|2|0
trunk|0|0|0|0|1|0|0
visited|0|0|0|0|1|1|0
halls|1|0|0|0|2|0|1
stryker’s|1|0|0|0|0|0|0
makin’|1|1|0|0|0|1|0
hoops|1|0|0|0|1|0|0
smileys|0|0|1|0|0|0|0
thompson’s|0|0|0|0|1|0|0
ude|0|0|0|0|2|0|0
producers|2|0|0|0|0|0|1
week’s|1|0|0|0|0|0|0
warmers|0|0|0|0|1|0|0
dorm|0|0|0|0|0|1|0
green’s|0|0|0|0|0|0|2
pampers|0|0|1|0|0|0|0
why’s|0|1|0|0|0|0|0
willie’s|0|0|0|1|0|0|0
tan|0|1|2|0|2|3|0
portraits|0|0|0|1|0|0|0
machines|0|0|1|0|0|0|0
pointers|0|0|0|0|1|0|0
hums|0|0|0|2|0|2|0
lingers|0|0|0|0|1|0|0
napkins|0|0|1|0|1|0|0
melissa|0|8|0|2|0|0|0
granola|0|1|0|0|0|0|0
tag’s|0|0|0|0|0|0|1
wonderment|0|0|1|0|0|0|0
gaze|0|0|1|0|0|0|0
presumptuous|0|0|0|0|0|0|1
ballroom|0|0|0|2|0|1|1
finals|0|0|0|2|1|0|1
whitney|0|0|0|2|0|1|1
kyle’s|0|0|0|3|0|0|1
divert|0|0|0|2|0|1|1
sherlock|0|0|0|1|0|0|0
diverting|0|0|0|1|0|0|0
husband’s|0|0|0|0|1|1|1
jelly|0|0|0|0|3|0|0
unsatisfying|0|1|0|0|0|0|0
crushes|0|1|0|1|0|0|0
antihistamine|0|0|0|0|1|0|0
rat’s|0|0|0|1|0|1|0
unavailable|0|0|0|1|0|2|1
1997|0|0|0|1|0|0|0
dogging|0|1|0|0|0|0|0
sp|0|1|0|0|0|0|0
reminiscing|0|0|0|0|0|0|1
potaato|0|0|0|2|0|0|0
bla|2|4|0|0|0|0|0
overhearing|0|0|0|0|0|0|1
mcclane|0|0|0|0|0|1|0
wished|1|0|1|0|0|1|1
grath|0|0|1|0|1|0|0
elephants|0|0|0|0|1|0|0
judges|1|1|0|1|0|1|0
coins|0|0|0|2|1|0|0
hiiiii|0|1|0|0|0|0|0
georgio|0|0|0|0|0|1|0
excedrin|1|0|0|0|0|0|0
posin|0|0|2|0|0|0|0
faaaaa|0|0|1|0|0|0|0
hypothetical|1|0|0|0|0|1|0
anticipation|0|1|0|0|0|0|0
webster’s|0|1|0|0|0|0|0
defines|0|1|0|0|0|0|0
presence|0|1|0|1|0|0|0
embark|0|1|0|0|0|0|0
journey|2|1|0|0|2|0|0
skidmark|0|0|0|0|0|0|1
overweight|0|0|2|0|1|0|0
performed|1|0|0|0|0|0|0
recount|0|1|0|0|0|0|0
forgives|0|1|0|0|0|0|0
voodoo|0|1|0|0|0|0|0
circley|0|1|0|0|0|0|0
gained|0|0|1|0|0|0|1
skidmark’s|0|0|0|0|1|0|0
handkerchiefs|0|1|0|0|0|0|0
garter|0|1|0|0|0|0|0
developed|0|1|0|0|3|0|1
loner|3|1|1|1|0|0|0
outlaw|1|0|0|0|0|0|0
extras|5|0|0|0|0|0|1
disabled|0|1|0|0|0|0|0
erin|5|2|0|0|0|0|3
typed|0|0|0|0|0|1|0
dissertation|0|0|0|0|0|2|0
bagina|0|0|0|0|0|1|0
decimal|0|0|0|0|1|0|0
check’s|0|0|0|0|1|0|0
microphone|0|0|0|0|1|0|0
campus|0|0|0|0|0|2|0
dusty|0|1|0|0|0|0|0
cryin’|0|0|0|0|0|1|0
previews|1|0|1|0|0|0|0
alison’s|0|0|0|0|0|0|1
stack|1|0|1|0|0|2|1
437|0|0|0|0|0|1|0
increase|0|0|0|0|0|1|0
increasing|0|0|0|0|0|0|1
understaffed|0|0|0|0|0|0|1
appreciation|0|0|0|0|0|1|0
calms|1|0|0|0|0|0|0
careless|0|0|0|0|1|0|1
whisper|0|0|0|0|2|0|1
benitez|0|0|0|0|0|0|1
tramp|0|1|0|0|0|0|2
scholars|0|0|0|0|0|1|0
stock’s|0|0|0|0|0|1|0
musings|0|1|0|0|0|1|0
smiledon|0|0|0|0|0|1|0
californicus|0|0|0|0|0|1|0
marion’s|0|0|0|0|0|2|1
progressionist|0|0|0|0|0|1|1
breakfasts|1|0|0|0|0|0|0
barcalounger|0|0|1|0|0|0|0
hotbed|0|0|0|0|1|0|0
immunized|0|0|0|0|1|0|0
comforter|0|0|0|0|0|0|1
hypoallergenic|0|0|0|0|0|0|1
nasal|0|0|0|0|0|0|1
pooper|0|0|0|0|0|0|1
dakotas|0|0|1|0|0|0|0
oregon|0|0|0|0|1|0|0
tags|1|2|0|0|0|0|1
individual|1|0|1|1|1|0|0
disgraceful|0|0|0|0|0|1|0
educated|1|0|0|0|0|1|0
magellan|0|0|0|0|1|0|0
pshhshhh|0|0|0|0|0|1|0
maps|0|0|0|0|1|0|0
pumpkins|0|0|0|0|1|0|0
shaggy|0|0|1|0|0|0|0
barking|0|0|1|0|1|0|0
coughing|0|0|0|1|0|0|0
clunkers|0|0|0|2|3|1|0
jumpy|0|0|0|0|1|0|0
likin’|1|0|0|0|0|0|0
1450|0|0|0|0|0|1|0
1250|0|0|1|0|0|0|0
appropriate|1|2|0|0|3|0|0
hmmmm|0|1|0|1|0|0|1
terrifying|0|1|0|0|0|0|0
drowned|1|0|0|0|0|0|0
repulsed|0|1|0|0|0|0|0
rover|0|0|0|0|0|1|0
gerbil|1|0|0|0|0|0|0
fyi|0|1|0|0|1|0|0
tapped|0|0|0|1|0|0|0
paw|0|0|0|1|0|0|0
colorado|0|0|0|0|0|0|1
nevada|0|0|0|0|1|0|0
tassels|0|0|0|1|0|0|0
grips|0|0|0|1|0|0|0
daisies|0|0|0|1|0|0|0
backyard|1|0|0|1|0|0|0
haired|1|0|0|0|0|0|0
guire|0|0|1|0|0|0|0
lynn|3|0|2|1|0|0|0
evaluate|0|1|0|0|0|0|0
gar’|0|0|0|0|1|0|0
confidential|0|0|0|0|0|0|1
tiney|0|3|0|0|0|0|0
initiative|0|1|0|0|0|0|0
smiley|0|1|0|0|0|0|0
pornographic|0|1|0|0|0|0|0
affairs|0|0|1|0|0|0|0
towners|0|0|1|0|0|0|0
indescribable|0|0|0|0|0|0|1
beanbag|0|0|0|1|0|0|0
pedaling|0|0|0|0|0|1|0
legitimate|1|0|0|0|2|1|0
askin’|0|0|0|0|0|2|0
ridden|0|0|0|0|0|1|0
zelner’s|0|1|0|0|0|0|0
lure|1|1|0|1|0|0|0
abort|0|2|0|0|0|0|0
sweetcheeks|0|0|0|0|0|0|1
consult|0|0|0|0|0|0|1
strangely|0|0|0|0|0|0|1
risky|0|1|1|0|0|0|1
mob|1|0|0|0|0|0|0
mentality|1|0|0|0|0|0|0
overcame|0|0|0|0|0|1|0
michelle’s|0|0|0|0|1|0|0
musicman|0|0|0|0|2|0|0
betroughed|0|0|0|0|1|0|0
betrothed|0|0|1|0|1|0|0
haaaa|0|0|0|1|0|0|0
bings|0|0|2|0|5|2|1
‘probably’|0|0|0|1|0|0|0
drums|1|1|2|4|0|0|0
burritos|0|0|0|0|1|0|0
burrito|0|0|0|0|1|0|0
shakin’|0|0|1|0|0|0|0
omally|0|0|0|0|1|0|0
wooooooo|0|0|0|0|0|1|0
hehehe|0|0|0|0|0|1|0
reindeers|0|0|0|0|0|0|1
maccabees|0|0|0|0|0|3|0
bells|0|0|1|1|0|0|3
draydl|0|0|0|0|0|3|0
nosed|0|0|0|0|0|0|1
reindeer|0|0|0|0|0|0|1
mustached|0|0|0|0|1|0|0
hahaha|0|0|0|0|1|0|0
disrupts|0|0|0|0|1|0|0
phial|0|0|0|0|1|0|0
release|1|0|0|0|1|0|0
tarantula|0|2|0|1|0|0|0
poorly|0|0|0|1|1|0|0
constructed|0|0|0|1|0|0|0
tarantulas|0|0|0|1|0|0|0
drumming|0|0|0|1|0|0|0
christmassy|0|0|0|0|0|1|0
armadillo|0|0|3|0|1|6|1
representative|0|0|0|0|0|1|0
armadillos|0|0|1|0|0|0|0
wandered|0|0|1|0|0|0|0
festival|0|0|0|0|0|2|0
implode|0|0|0|0|1|0|0
sconces|0|0|0|1|0|0|0
skylight|0|1|0|1|0|0|0
sensing|0|0|1|2|0|0|0
jews|0|0|0|0|1|0|0
bunny’s|0|1|0|1|0|0|0
porcupine|0|0|0|1|0|0|0
creamy|0|1|0|0|0|0|0
conglomerate|0|0|0|0|1|0|0
smartie|1|0|0|0|0|0|0
duly|0|0|0|1|0|0|0
noted|0|0|0|1|0|0|1
frannie’s|0|0|0|0|1|1|0
ages|0|1|1|0|0|0|0
frannie|0|0|4|0|0|1|1
inseparable|1|0|1|0|0|0|0
sheryl|0|0|0|0|0|2|0
tron|0|0|0|0|0|2|0
buttery|0|1|0|0|0|0|0
crumbly|0|1|0|0|0|0|0
graham|0|1|0|0|0|0|1
saliva|0|1|0|1|1|0|0
tempted|0|1|0|0|0|0|0
torme|1|0|0|0|0|0|0
goody’s|1|0|0|0|0|0|0
limited|0|0|3|0|0|1|0
appearance|0|0|0|0|0|1|0
tedeski|0|0|0|0|0|1|0
linguistics|0|0|0|0|0|2|0
broad|1|0|0|0|0|2|0
applies|1|0|0|0|0|0|0
bec|0|0|0|0|0|1|0
intrude|0|0|0|0|0|0|1
lenin|0|0|0|0|0|0|1
angles|0|0|0|0|0|0|1
potentially|0|0|0|1|0|0|0
beliefs|0|0|0|2|0|0|0
tofu|0|1|0|0|0|0|0
roasted|2|0|0|0|0|0|1
mahi|0|0|2|2|0|0|0
stealers|0|1|0|0|0|0|0
takin’|0|0|0|0|1|0|0
mealy|0|1|0|0|0|0|0
millie|0|0|0|0|0|1|0
ambush|0|0|0|0|0|1|0
stuart|0|0|1|0|0|0|0
beakers|0|0|0|0|0|0|1
now’s|0|0|1|1|0|0|1
positronic|0|0|0|1|0|0|1
distillation|0|0|0|1|0|0|1
particles|0|0|0|1|0|0|1
havin’|2|0|0|0|0|0|0
comet|1|0|1|0|0|3|0
streaking|0|0|0|0|0|1|0
bapstein|0|0|0|0|0|4|0
1700|0|0|0|1|0|0|0
infinite|0|0|0|0|0|1|0
comets|0|0|1|0|0|0|0
chilly|0|0|1|0|0|0|0
‘no’|0|0|0|1|0|0|0
tar|1|0|0|0|0|1|0
astronomer|0|0|0|0|0|1|0
impact|0|0|1|0|2|1|0
armageddon|0|0|1|0|1|0|0
duval|0|0|1|0|0|0|0
shin|0|0|1|0|0|0|0
beeping|0|0|0|2|0|0|0
disconnected|0|0|0|1|0|0|0
shhhhhhhhh|0|0|0|0|1|0|0
wok|0|0|1|0|0|0|0
jughead|0|0|1|0|0|0|0
contracts|0|6|0|0|0|0|3
underlined|0|1|0|0|0|0|0
brownish|0|0|0|0|0|1|0
bungy|0|0|0|0|0|1|0
